text,wordcount
i have it lasted about two days and i was sick to my stomach and got a migraine  i did lose a pound or two ha,26
ther is a realy gud cuban restaurant n lebanese one but dont remem the names  n my friend is in portugal so i cant ask him,26
sitting in the office forced to look at the sunshine from my window  at least i have a window to stare through only  wks to my run amp,28
every now and again i get a nice reminder that im not the only freakshow who loves showtunes when a customer comes in and sings along,26
awake  ive been marred to my lovely wife for  years today  i did not even get breckfast in bed lol good job i love her  xxx,26
why is my room the warmest room of all it doesnt make sense  mine is the only one with the window wide open and  fans on full blast,28
k so i totally missed the date to apply for student loan funding shiiit i dont think im gonna get it in timeif i get it at all,28
ha i dont care whether you read my last tweet or not but i love your pic now  have u ever think to reply at someone,26
going home where u at see how you do me  lol and the i just saw an extenze commerical what can i say it got bigger,26
well it will hit the s in las vegas over the weekend can i just hibernate for a few months until the weather cools down again,26
thank you all for the emmy and  congrats that said its a sad day here at the ocho since our beloved city bean has closed shop,26
so we have to buy a new car  we knew it would happen someday soonish and todays the day the mechanic wont let us drive ours home,27
had such a great day today swimming in the lake with my horse polly except now i have to do my essay which puts a downer on things  xox,29
fixing to go to work  im tired and dont wanna get up to get ready for work but i gotta go make some money some how,26
just left guitar center bought an ernie ball volume pedal amp some strings going back soon fo sho forgot to buy bb a guitar strap tho,26
rain rain go away come again some other day so cloudy and dark and i just heard thunder  however i do like storms they are a mystery,27
wow i am sry  hear bout your friend  i bet u r really upset at her n i can understand why but dont wry shell learn,26
went to a bar for the first time tonight my friends cousins own it so i got in for free  jazz band amp older crowd but still really fun,29
nope not yet but ive had a few calls already amp i only posted on it at weekend i was to junior for the  per day one,27
well then im holding my face shaking my head going quotoh no you dintquot but i look at my watch and realize i gotta go goodnight,26
good morning just got my baby ready to go and im goin back to sleep because i dont have class day but i do go to work,27
im kinda a little bit sad because i have no phone and just came home to an empty house  roommattess coome gett meeee dont have fun,26
im talking to my friends on msn we are al together in one conversation its really funny but some of them have to go in a few minutes,28
bad news hard disk in pc died good news it was the backup disk not primary disk bad news means i cant ask cfowife for new pc,27
its risky to go to melb now but if i dont then i have to wait like three months till he comes here for raya ill miss him long time,30
i find it strangley annoying that im tired all the way through the day but when its time for bed im wide awake  and school tomorrow,26
awwwww i miss ronnie radke   he better get out of jail or im travelling to america and breaking in xd hiding behind bushes all hail ron,26
made some good money for   hrs worth of work not bad i needed that tonight good stuff  after the murphys law week i had the other wk,27
